suite,space_preset,instance_id,seed_transpiler,optimization_level,layout_method,seed_simulator,shots,method,score,transpiled_depth,transpiled_size
day2,compilation_only,ring6,3,0,trivial,0,1024,QAOA_p1,3.0625,35,84
day2,compilation_only,ring6,3,0,sabre,0,1024,QAOA_p1,3.16015625,41,84
day2,compilation_only,ring6,3,1,trivial,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,3,1,sabre,0,1024,QAOA_p1,3.16015625,41,84
day2,compilation_only,ring6,3,2,trivial,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,3,2,sabre,0,1024,QAOA_p1,3.16015625,46,107
day2,compilation_only,ring6,3,3,trivial,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,3,3,sabre,0,1024,QAOA_p1,3.16015625,46,107
day2,compilation_only,ring6,4,0,trivial,0,1024,QAOA_p1,3.0625,41,84
day2,compilation_only,ring6,4,0,sabre,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,4,1,trivial,0,1024,QAOA_p1,3.0625,41,84
day2,compilation_only,ring6,4,1,sabre,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,4,2,trivial,0,1024,QAOA_p1,3.0625,41,89
day2,compilation_only,ring6,4,2,sabre,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,4,3,trivial,0,1024,QAOA_p1,3.0625,41,89
day2,compilation_only,ring6,4,3,sabre,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,5,0,trivial,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,5,0,sabre,0,1024,QAOA_p1,3.16015625,41,84
day2,compilation_only,ring6,5,1,trivial,0,1024,QAOA_p1,3.0625,35,84
day2,compilation_only,ring6,5,1,sabre,0,1024,QAOA_p1,3.16015625,41,84
day2,compilation_only,ring6,5,2,trivial,0,1024,QAOA_p1,3.0625,35,89
day2,compilation_only,ring6,5,2,sabre,0,1024,QAOA_p1,3.16015625,46,97
day2,compilation_only,ring6,5,3,trivial,0,1024,QAOA_p1,3.0625,35,89
day2,compilation_only,ring6,5,3,sabre,0,1024,QAOA_p1,3.16015625,46,97
day2,compilation_only,ring6,6,0,trivial,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,6,0,sabre,0,1024,QAOA_p1,3.09375,35,84
day2,compilation_only,ring6,6,1,trivial,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,6,1,sabre,0,1024,QAOA_p1,3.09375,35,84
day2,compilation_only,ring6,6,2,trivial,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,6,2,sabre,0,1024,QAOA_p1,3.09375,44,115
day2,compilation_only,ring6,6,3,trivial,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,6,3,sabre,0,1024,QAOA_p1,3.09375,44,115
day2,compilation_only,ring6,7,0,trivial,0,1024,QAOA_p1,3.0625,41,84
day2,compilation_only,ring6,7,0,sabre,0,1024,QAOA_p1,3.09375,35,84
day2,compilation_only,ring6,7,1,trivial,0,1024,QAOA_p1,3.0625,41,84
day2,compilation_only,ring6,7,1,sabre,0,1024,QAOA_p1,3.064453125,41,84
day2,compilation_only,ring6,7,2,trivial,0,1024,QAOA_p1,3.0625,41,89
day2,compilation_only,ring6,7,2,sabre,0,1024,QAOA_p1,3.064453125,47,109
day2,compilation_only,ring6,7,3,trivial,0,1024,QAOA_p1,3.0625,41,89
day2,compilation_only,ring6,7,3,sabre,0,1024,QAOA_p1,3.064453125,47,109
day2,compilation_only,ring6,8,0,trivial,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,8,0,sabre,0,1024,QAOA_p1,3.16015625,41,84
day2,compilation_only,ring6,8,1,trivial,0,1024,QAOA_p1,3.10546875,38,84
day2,compilation_only,ring6,8,1,sabre,0,1024,QAOA_p1,3.16015625,41,84
day2,compilation_only,ring6,8,2,trivial,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,8,2,sabre,0,1024,QAOA_p1,3.16015625,46,97
day2,compilation_only,ring6,8,3,trivial,0,1024,QAOA_p1,3.10546875,38,89
day2,compilation_only,ring6,8,3,sabre,0,1024,QAOA_p1,3.16015625,46,97
day2,compilation_only,ring6,9,0,trivial,0,1024,QAOA_p1,3.0625,35,84
day2,compilation_only,ring6,9,0,sabre,0,1024,QAOA_p1,3.0625,35,84
day2,compilation_only,ring6,9,1,trivial,0,1024,QAOA_p1,3.0625,35,84
day2,compilation_only,ring6,9,1,sabre,0,1024,QAOA_p1,3.0625,35,84
day2,compilation_only,ring6,9,2,trivial,0,1024,QAOA_p1,3.0625,35,89
day2,compilation_only,ring6,9,2,sabre,0,1024,QAOA_p1,3.0625,33,87
day2,compilation_only,ring6,9,3,trivial,0,1024,QAOA_p1,3.0625,35,89
day2,compilation_only,ring6,9,3,sabre,0,1024,QAOA_p1,3.0625,33,87
day2,compilation_only,ring6,0,0,trivial,0,1024,QAOA_p2,3.07421875,78,153
day2,compilation_only,ring6,0,0,sabre,0,1024,QAOA_p2,3.015625,84,147
day2,compilation_only,ring6,0,1,trivial,0,1024,QAOA_p2,3.095703125,79,148
day2,compilation_only,ring6,0,1,sabre,0,1024,QAOA_p2,3.015625,82,145
day2,compilation_only,ring6,0,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,0,2,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,0,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,0,3,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,1,0,trivial,0,1024,QAOA_p2,3.095703125,81,150
day2,compilation_only,ring6,1,0,sabre,0,1024,QAOA_p2,3.015625,84,147
day2,compilation_only,ring6,1,1,trivial,0,1024,QAOA_p2,3.015625,80,156
day2,compilation_only,ring6,1,1,sabre,0,1024,QAOA_p2,3.015625,82,145
day2,compilation_only,ring6,1,2,trivial,0,1024,QAOA_p2,3.099609375,83,164
day2,compilation_only,ring6,1,2,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,1,3,trivial,0,1024,QAOA_p2,3.099609375,83,164
day2,compilation_only,ring6,1,3,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,2,0,trivial,0,1024,QAOA_p2,3.095703125,81,150
day2,compilation_only,ring6,2,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,2,1,trivial,0,1024,QAOA_p2,3.07421875,81,153
day2,compilation_only,ring6,2,1,sabre,0,1024,QAOA_p2,3.015625,82,145
day2,compilation_only,ring6,2,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,2,2,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,2,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,2,3,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,3,0,trivial,0,1024,QAOA_p2,3.099609375,84,150
day2,compilation_only,ring6,3,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,3,1,trivial,0,1024,QAOA_p2,3.015625,82,145
day2,compilation_only,ring6,3,1,sabre,0,1024,QAOA_p2,3.134765625,82,145
day2,compilation_only,ring6,3,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,3,2,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,3,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,3,3,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,4,0,trivial,0,1024,QAOA_p2,3.134765625,81,153
day2,compilation_only,ring6,4,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,4,1,trivial,0,1024,QAOA_p2,3.095703125,79,148
day2,compilation_only,ring6,4,1,sabre,0,1024,QAOA_p2,3.134765625,82,145
day2,compilation_only,ring6,4,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,4,2,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,4,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,4,3,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,5,0,trivial,0,1024,QAOA_p2,3.0703125,67,153
day2,compilation_only,ring6,5,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,5,1,trivial,0,1024,QAOA_p2,3.099609375,82,148
day2,compilation_only,ring6,5,1,sabre,0,1024,QAOA_p2,3.134765625,82,145
day2,compilation_only,ring6,5,2,trivial,0,1024,QAOA_p2,3.099609375,83,164
day2,compilation_only,ring6,5,2,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,5,3,trivial,0,1024,QAOA_p2,3.099609375,83,164
day2,compilation_only,ring6,5,3,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,6,0,trivial,0,1024,QAOA_p2,3.095703125,81,150
day2,compilation_only,ring6,6,0,sabre,0,1024,QAOA_p2,3.015625,84,147
day2,compilation_only,ring6,6,1,trivial,0,1024,QAOA_p2,3.015625,82,145
day2,compilation_only,ring6,6,1,sabre,0,1024,QAOA_p2,3.015625,82,145
day2,compilation_only,ring6,6,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,6,2,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,6,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,6,3,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,7,0,trivial,0,1024,QAOA_p2,3.134765625,81,153
day2,compilation_only,ring6,7,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,7,1,trivial,0,1024,QAOA_p2,3.099609375,82,148
day2,compilation_only,ring6,7,1,sabre,0,1024,QAOA_p2,3.134765625,82,145
day2,compilation_only,ring6,7,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,7,2,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,7,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,7,3,sabre,0,1024,QAOA_p2,3.015625,86,166
day2,compilation_only,ring6,8,0,trivial,0,1024,QAOA_p2,3.0703125,69,153
day2,compilation_only,ring6,8,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,8,1,trivial,0,1024,QAOA_p2,3.095703125,79,148
day2,compilation_only,ring6,8,1,sabre,0,1024,QAOA_p2,3.134765625,82,145
day2,compilation_only,ring6,8,2,trivial,0,1024,QAOA_p2,3.095703125,80,164
day2,compilation_only,ring6,8,2,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,8,3,trivial,0,1024,QAOA_p2,3.095703125,80,164
day2,compilation_only,ring6,8,3,sabre,0,1024,QAOA_p2,3.134765625,87,169
day2,compilation_only,ring6,9,0,trivial,0,1024,QAOA_p2,3.083984375,84,153
day2,compilation_only,ring6,9,0,sabre,0,1024,QAOA_p2,3.134765625,84,147
day2,compilation_only,ring6,9,1,trivial,0,1024,QAOA_p2,3.07421875,81,153
day2,compilation_only,ring6,9,1,sabre,0,1024,QAOA_p2,3.134765625,82,145
day2,compilation_only,ring6,9,2,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,9,2,sabre,0,1024,QAOA_p2,3.015625,82,160
day2,compilation_only,ring6,9,3,trivial,0,1024,QAOA_p2,3.015625,83,162
day2,compilation_only,ring6,9,3,sabre,0,1024,QAOA_p2,3.015625,82,160
day2,compilation_only,ring6,0,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,0,0,sabre,0,1024,RandomBaseline,2.96484375,4,24
day2,compilation_only,ring6,0,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,0,1,sabre,0,1024,RandomBaseline,2.96484375,4,24
day2,compilation_only,ring6,0,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,0,2,sabre,0,1024,RandomBaseline,2.96484375,4,24
day2,compilation_only,ring6,0,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,0,3,sabre,0,1024,RandomBaseline,2.96484375,4,24
day2,compilation_only,ring6,1,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,1,0,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,1,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,1,1,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,1,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,1,2,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,1,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,1,3,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,2,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,2,0,sabre,0,1024,RandomBaseline,3.06640625,4,24
day2,compilation_only,ring6,2,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,2,1,sabre,0,1024,RandomBaseline,3.06640625,4,24
day2,compilation_only,ring6,2,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,2,2,sabre,0,1024,RandomBaseline,3.06640625,4,24
day2,compilation_only,ring6,2,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,2,3,sabre,0,1024,RandomBaseline,3.06640625,4,24
day2,compilation_only,ring6,3,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,0,sabre,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,1,sabre,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,2,sabre,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,3,3,sabre,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,4,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,4,0,sabre,0,1024,RandomBaseline,3.009765625,4,24
day2,compilation_only,ring6,4,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,4,1,sabre,0,1024,RandomBaseline,3.009765625,4,24
day2,compilation_only,ring6,4,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,4,2,sabre,0,1024,RandomBaseline,3.009765625,4,24
day2,compilation_only,ring6,4,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,4,3,sabre,0,1024,RandomBaseline,3.009765625,4,24
day2,compilation_only,ring6,5,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,5,0,sabre,0,1024,RandomBaseline,2.95703125,4,24
day2,compilation_only,ring6,5,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,5,1,sabre,0,1024,RandomBaseline,2.95703125,4,24
day2,compilation_only,ring6,5,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,5,2,sabre,0,1024,RandomBaseline,2.95703125,4,24
day2,compilation_only,ring6,5,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,5,3,sabre,0,1024,RandomBaseline,2.95703125,4,24
day2,compilation_only,ring6,6,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,6,0,sabre,0,1024,RandomBaseline,3.00390625,4,24
day2,compilation_only,ring6,6,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,6,1,sabre,0,1024,RandomBaseline,3.00390625,4,24
day2,compilation_only,ring6,6,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,6,2,sabre,0,1024,RandomBaseline,3.00390625,4,24
day2,compilation_only,ring6,6,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,6,3,sabre,0,1024,RandomBaseline,3.00390625,4,24
day2,compilation_only,ring6,7,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,7,0,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,7,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,7,1,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,7,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,7,2,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,7,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,7,3,sabre,0,1024,RandomBaseline,3.029296875,4,24
day2,compilation_only,ring6,8,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,8,0,sabre,0,1024,RandomBaseline,2.9765625,4,24
day2,compilation_only,ring6,8,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,8,1,sabre,0,1024,RandomBaseline,2.9765625,4,24
day2,compilation_only,ring6,8,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,8,2,sabre,0,1024,RandomBaseline,2.9765625,4,24
day2,compilation_only,ring6,8,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,8,3,sabre,0,1024,RandomBaseline,2.9765625,4,24
day2,compilation_only,ring6,9,0,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,9,0,sabre,0,1024,RandomBaseline,2.951171875,4,24
day2,compilation_only,ring6,9,1,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,9,1,sabre,0,1024,RandomBaseline,2.951171875,4,24
day2,compilation_only,ring6,9,2,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,9,2,sabre,0,1024,RandomBaseline,2.951171875,4,24
day2,compilation_only,ring6,9,3,trivial,0,1024,RandomBaseline,3.017578125,4,24
day2,compilation_only,ring6,9,3,sabre,0,1024,RandomBaseline,2.951171875,4,24
day2,compilation_only,ring8,0,0,trivial,0,1024,QAOA_p1,4.150390625,47,114
day2,compilation_only,ring8,0,0,sabre,0,1024,QAOA_p1,4.125,56,114
day2,compilation_only,ring8,0,1,trivial,0,1024,QAOA_p1,4.099609375,50,114
day2,compilation_only,ring8,0,1,sabre,0,1024,QAOA_p1,4.125,53,114
day2,compilation_only,ring8,0,2,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,0,2,sabre,0,1024,QAOA_p1,4.125,63,146
day2,compilation_only,ring8,0,3,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,0,3,sabre,0,1024,QAOA_p1,4.125,63,146
day2,compilation_only,ring8,1,0,trivial,0,1024,QAOA_p1,4.126953125,41,114
day2,compilation_only,ring8,1,0,sabre,0,1024,QAOA_p1,4.10546875,53,114
day2,compilation_only,ring8,1,1,trivial,0,1024,QAOA_p1,4.126953125,41,114
day2,compilation_only,ring8,1,1,sabre,0,1024,QAOA_p1,4.052734375,56,114
day2,compilation_only,ring8,1,2,trivial,0,1024,QAOA_p1,4.126953125,41,119
day2,compilation_only,ring8,1,2,sabre,0,1024,QAOA_p1,4.052734375,73,145
day2,compilation_only,ring8,1,3,trivial,0,1024,QAOA_p1,4.126953125,41,119
day2,compilation_only,ring8,1,3,sabre,0,1024,QAOA_p1,4.091796875,66,149
day2,compilation_only,ring8,2,0,trivial,0,1024,QAOA_p1,4.150390625,47,114
day2,compilation_only,ring8,2,0,sabre,0,1024,QAOA_p1,4.21875,53,114
day2,compilation_only,ring8,2,1,trivial,0,1024,QAOA_p1,4.1015625,44,114
day2,compilation_only,ring8,2,1,sabre,0,1024,QAOA_p1,4.125,53,114
day2,compilation_only,ring8,2,2,trivial,0,1024,QAOA_p1,4.1015625,44,119
day2,compilation_only,ring8,2,2,sabre,0,1024,QAOA_p1,4.125,63,136
day2,compilation_only,ring8,2,3,trivial,0,1024,QAOA_p1,4.1015625,44,119
day2,compilation_only,ring8,2,3,sabre,0,1024,QAOA_p1,4.125,63,136
day2,compilation_only,ring8,3,0,trivial,0,1024,QAOA_p1,4.150390625,47,114
day2,compilation_only,ring8,3,0,sabre,0,1024,QAOA_p1,4.10546875,47,114
day2,compilation_only,ring8,3,1,trivial,0,1024,QAOA_p1,4.099609375,50,114
day2,compilation_only,ring8,3,1,sabre,0,1024,QAOA_p1,4.10546875,47,114
day2,compilation_only,ring8,3,2,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,3,2,sabre,0,1024,QAOA_p1,4.10546875,50,125
day2,compilation_only,ring8,3,3,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,3,3,sabre,0,1024,QAOA_p1,4.10546875,50,125
day2,compilation_only,ring8,4,0,trivial,0,1024,QAOA_p1,4.099609375,50,114
day2,compilation_only,ring8,4,0,sabre,0,1024,QAOA_p1,4.21875,47,114
day2,compilation_only,ring8,4,1,trivial,0,1024,QAOA_p1,4.099609375,50,114
day2,compilation_only,ring8,4,1,sabre,0,1024,QAOA_p1,4.21875,47,114
day2,compilation_only,ring8,4,2,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,4,2,sabre,0,1024,QAOA_p1,4.21875,52,128
day2,compilation_only,ring8,4,3,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,4,3,sabre,0,1024,QAOA_p1,4.21875,52,128
day2,compilation_only,ring8,5,0,trivial,0,1024,QAOA_p1,4.150390625,47,114
day2,compilation_only,ring8,5,0,sabre,0,1024,QAOA_p1,4.125,53,114
day2,compilation_only,ring8,5,1,trivial,0,1024,QAOA_p1,4.1015625,44,114
day2,compilation_only,ring8,5,1,sabre,0,1024,QAOA_p1,4.125,53,114
day2,compilation_only,ring8,5,2,trivial,0,1024,QAOA_p1,4.1015625,44,119
day2,compilation_only,ring8,5,2,sabre,0,1024,QAOA_p1,4.125,63,146
day2,compilation_only,ring8,5,3,trivial,0,1024,QAOA_p1,4.1015625,44,119
day2,compilation_only,ring8,5,3,sabre,0,1024,QAOA_p1,4.125,63,146
day2,compilation_only,ring8,6,0,trivial,0,1024,QAOA_p1,4.150390625,47,114
day2,compilation_only,ring8,6,0,sabre,0,1024,QAOA_p1,4.154296875,53,114
day2,compilation_only,ring8,6,1,trivial,0,1024,QAOA_p1,4.150390625,47,114
day2,compilation_only,ring8,6,1,sabre,0,1024,QAOA_p1,4.23046875,53,114
day2,compilation_only,ring8,6,2,trivial,0,1024,QAOA_p1,4.150390625,47,119
day2,compilation_only,ring8,6,2,sabre,0,1024,QAOA_p1,4.23046875,58,128
day2,compilation_only,ring8,6,3,trivial,0,1024,QAOA_p1,4.150390625,47,119
day2,compilation_only,ring8,6,3,sabre,0,1024,QAOA_p1,4.1640625,66,136
day2,compilation_only,ring8,7,0,trivial,0,1024,QAOA_p1,4.099609375,50,114
day2,compilation_only,ring8,7,0,sabre,0,1024,QAOA_p1,4.125,56,114
day2,compilation_only,ring8,7,1,trivial,0,1024,QAOA_p1,4.099609375,50,114
day2,compilation_only,ring8,7,1,sabre,0,1024,QAOA_p1,4.125,56,114
day2,compilation_only,ring8,7,2,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,7,2,sabre,0,1024,QAOA_p1,4.125,71,144
day2,compilation_only,ring8,7,3,trivial,0,1024,QAOA_p1,4.099609375,50,119
day2,compilation_only,ring8,7,3,sabre,0,1024,QAOA_p1,4.125,71,144
day2,compilation_only,ring8,8,0,trivial,0,1024,QAOA_p1,4.1015625,44,114
day2,compilation_only,ring8,8,0,sabre,0,1024,QAOA_p1,4.1015625,50,114
day2,compilation_only,ring8,8,1,trivial,0,1024,QAOA_p1,4.1015625,44,114
day2,compilation_only,ring8,8,1,sabre,0,1024,QAOA_p1,4.126953125,53,114
day2,compilation_only,ring8,8,2,trivial,0,1024,QAOA_p1,4.1015625,44,119
day2,compilation_only,ring8,8,2,sabre,0,1024,QAOA_p1,4.126953125,56,125
day2,compilation_only,ring8,8,3,trivial,0,1024,QAOA_p1,4.1015625,44,119
day2,compilation_only,ring8,8,3,sabre,0,1024,QAOA_p1,4.126953125,66,135
day2,compilation_only,ring8,9,0,trivial,0,1024,QAOA_p1,4.1015625,44,114
day2,compilation_only,ring8,9,0,sabre,0,1024,QAOA_p1,4.126953125,50,114
day2,compilation_only,ring8,9,1,trivial,0,1024,QAOA_p1,4.1015625,44,114
day2,compilation_only,ring8,9,1,sabre,0,1024,QAOA_p1,4.126953125,50,114
day2,compilation_only,ring8,9,2,trivial,0,1024,QAOA_p1,4.1015625,44,119
