instance_id,seed_transpiler,optimization_level,layout_method,seed_simulator,shots,method,score,transpiled_depth,transpiled_size
ring6,0,1,sabre,18,256,RandomBaseline,2.921875,4,24
ring6,0,1,sabre,19,256,RandomBaseline,2.9921875,4,24
ring6,0,1,sabre,0,1024,RandomBaseline,2.96484375,4,24
ring6,0,1,sabre,1,1024,RandomBaseline,3.001953125,4,24
ring6,0,1,sabre,2,1024,RandomBaseline,3.0,4,24
ring6,0,1,sabre,3,1024,RandomBaseline,3.013671875,4,24
ring6,0,1,sabre,4,1024,RandomBaseline,2.98828125,4,24
ring6,0,1,sabre,5,1024,RandomBaseline,2.943359375,4,24
ring6,0,1,sabre,6,1024,RandomBaseline,2.990234375,4,24
ring6,0,1,sabre,7,1024,RandomBaseline,2.98828125,4,24
ring6,0,1,sabre,8,1024,RandomBaseline,3.099609375,4,24
ring6,0,1,sabre,9,1024,RandomBaseline,3.01171875,4,24
ring6,0,1,sabre,10,1024,RandomBaseline,2.982421875,4,24
ring6,0,1,sabre,11,1024,RandomBaseline,3.02734375,4,24
ring6,0,1,sabre,12,1024,RandomBaseline,2.896484375,4,24
ring6,0,1,sabre,13,1024,RandomBaseline,3.0078125,4,24
ring6,0,1,sabre,14,1024,RandomBaseline,3.009765625,4,24
ring6,0,1,sabre,15,1024,RandomBaseline,3.041015625,4,24
ring6,0,1,sabre,16,1024,RandomBaseline,2.982421875,4,24
ring6,0,1,sabre,17,1024,RandomBaseline,3.029296875,4,24
ring6,0,1,sabre,18,1024,RandomBaseline,2.984375,4,24
ring6,0,1,sabre,19,1024,RandomBaseline,2.9453125,4,24
ring8,0,1,sabre,0,16,QAOA_p1,3.75,53,114
ring8,0,1,sabre,1,16,QAOA_p1,3.875,53,114
ring8,0,1,sabre,2,16,QAOA_p1,4.75,53,114
ring8,0,1,sabre,3,16,QAOA_p1,4.25,53,114
ring8,0,1,sabre,4,16,QAOA_p1,4.125,53,114
ring8,0,1,sabre,5,16,QAOA_p1,4.0,53,114
ring8,0,1,sabre,6,16,QAOA_p1,3.5,53,114
ring8,0,1,sabre,7,16,QAOA_p1,4.5,53,114
ring8,0,1,sabre,8,16,QAOA_p1,4.125,53,114
ring8,0,1,sabre,9,16,QAOA_p1,4.0,53,114
ring8,0,1,sabre,10,16,QAOA_p1,4.125,53,114
ring8,0,1,sabre,11,16,QAOA_p1,4.125,53,114
ring8,0,1,sabre,12,16,QAOA_p1,3.875,53,114
ring8,0,1,sabre,13,16,QAOA_p1,4.0,53,114
ring8,0,1,sabre,14,16,QAOA_p1,4.375,53,114
ring8,0,1,sabre,15,16,QAOA_p1,4.25,53,114
ring8,0,1,sabre,16,16,QAOA_p1,3.875,53,114
ring8,0,1,sabre,17,16,QAOA_p1,4.25,53,114
ring8,0,1,sabre,18,16,QAOA_p1,4.5,53,114
ring8,0,1,sabre,19,16,QAOA_p1,4.625,53,114
ring8,0,1,sabre,0,32,QAOA_p1,3.75,53,114
ring8,0,1,sabre,1,32,QAOA_p1,4.125,53,114
ring8,0,1,sabre,2,32,QAOA_p1,4.4375,53,114
ring8,0,1,sabre,3,32,QAOA_p1,3.875,53,114
ring8,0,1,sabre,4,32,QAOA_p1,3.9375,53,114
ring8,0,1,sabre,5,32,QAOA_p1,3.9375,53,114
ring8,0,1,sabre,6,32,QAOA_p1,3.8125,53,114
ring8,0,1,sabre,7,32,QAOA_p1,4.0625,53,114
ring8,0,1,sabre,8,32,QAOA_p1,4.6875,53,114
ring8,0,1,sabre,9,32,QAOA_p1,3.625,53,114
ring8,0,1,sabre,10,32,QAOA_p1,4.125,53,114
ring8,0,1,sabre,11,32,QAOA_p1,4.3125,53,114
ring8,0,1,sabre,12,32,QAOA_p1,4.125,53,114
ring8,0,1,sabre,13,32,QAOA_p1,3.9375,53,114
ring8,0,1,sabre,14,32,QAOA_p1,4.0625,53,114
ring8,0,1,sabre,15,32,QAOA_p1,4.1875,53,114
ring8,0,1,sabre,16,32,QAOA_p1,4.25,53,114
ring8,0,1,sabre,17,32,QAOA_p1,4.5,53,114
ring8,0,1,sabre,18,32,QAOA_p1,4.5625,53,114
ring8,0,1,sabre,19,32,QAOA_p1,4.4375,53,114
ring8,0,1,sabre,0,64,QAOA_p1,4.03125,53,114
ring8,0,1,sabre,1,64,QAOA_p1,4.1875,53,114
ring8,0,1,sabre,2,64,QAOA_p1,4.625,53,114
ring8,0,1,sabre,3,64,QAOA_p1,4.25,53,114
ring8,0,1,sabre,4,64,QAOA_p1,4.09375,53,114
ring8,0,1,sabre,5,64,QAOA_p1,3.9375,53,114
ring8,0,1,sabre,6,64,QAOA_p1,4.03125,53,114
ring8,0,1,sabre,7,64,QAOA_p1,4.09375,53,114
ring8,0,1,sabre,8,64,QAOA_p1,4.34375,53,114
ring8,0,1,sabre,9,64,QAOA_p1,4.125,53,114
ring8,0,1,sabre,10,64,QAOA_p1,4.25,53,114
ring8,0,1,sabre,11,64,QAOA_p1,4.0625,53,114
ring8,0,1,sabre,12,64,QAOA_p1,4.03125,53,114
ring8,0,1,sabre,13,64,QAOA_p1,4.09375,53,114
ring8,0,1,sabre,14,64,QAOA_p1,4.0,53,114
ring8,0,1,sabre,15,64,QAOA_p1,4.25,53,114
ring8,0,1,sabre,16,64,QAOA_p1,4.0,53,114
ring8,0,1,sabre,17,64,QAOA_p1,4.3125,53,114
ring8,0,1,sabre,18,64,QAOA_p1,4.40625,53,114
ring8,0,1,sabre,19,64,QAOA_p1,4.5,53,114
ring8,0,1,sabre,0,256,QAOA_p1,3.9765625,53,114
ring8,0,1,sabre,1,256,QAOA_p1,4.1953125,53,114
ring8,0,1,sabre,2,256,QAOA_p1,4.2421875,53,114
ring8,0,1,sabre,3,256,QAOA_p1,4.265625,53,114
ring8,0,1,sabre,4,256,QAOA_p1,3.9921875,53,114
ring8,0,1,sabre,5,256,QAOA_p1,4.0546875,53,114
ring8,0,1,sabre,6,256,QAOA_p1,4.2421875,53,114
ring8,0,1,sabre,7,256,QAOA_p1,4.1015625,53,114
ring8,0,1,sabre,8,256,QAOA_p1,4.2265625,53,114
ring8,0,1,sabre,9,256,QAOA_p1,4.1640625,53,114
ring8,0,1,sabre,10,256,QAOA_p1,4.203125,53,114
ring8,0,1,sabre,11,256,QAOA_p1,4.0859375,53,114
ring8,0,1,sabre,12,256,QAOA_p1,3.8984375,53,114
ring8,0,1,sabre,13,256,QAOA_p1,4.0859375,53,114
ring8,0,1,sabre,14,256,QAOA_p1,3.9609375,53,114
ring8,0,1,sabre,15,256,QAOA_p1,4.3359375,53,114
ring8,0,1,sabre,16,256,QAOA_p1,4.0234375,53,114
ring8,0,1,sabre,17,256,QAOA_p1,4.28125,53,114
ring8,0,1,sabre,18,256,QAOA_p1,4.015625,53,114
ring8,0,1,sabre,19,256,QAOA_p1,4.1953125,53,114
ring8,0,1,sabre,0,1024,QAOA_p1,4.125,53,114
ring8,0,1,sabre,1,1024,QAOA_p1,4.12890625,53,114
ring8,0,1,sabre,2,1024,QAOA_p1,4.150390625,53,114
ring8,0,1,sabre,3,1024,QAOA_p1,4.17578125,53,114
ring8,0,1,sabre,4,1024,QAOA_p1,4.037109375,53,114
ring8,0,1,sabre,5,1024,QAOA_p1,4.056640625,53,114
ring8,0,1,sabre,6,1024,QAOA_p1,4.228515625,53,114
ring8,0,1,sabre,7,1024,QAOA_p1,4.126953125,53,114
ring8,0,1,sabre,8,1024,QAOA_p1,4.197265625,53,114
ring8,0,1,sabre,9,1024,QAOA_p1,4.18359375,53,114
ring8,0,1,sabre,10,1024,QAOA_p1,4.1484375,53,114
ring8,0,1,sabre,11,1024,QAOA_p1,4.103515625,53,114
ring8,0,1,sabre,12,1024,QAOA_p1,4.01953125,53,114
ring8,0,1,sabre,13,1024,QAOA_p1,4.12890625,53,114
ring8,0,1,sabre,14,1024,QAOA_p1,4.0546875,53,114
ring8,0,1,sabre,15,1024,QAOA_p1,4.18359375,53,114
ring8,0,1,sabre,16,1024,QAOA_p1,4.078125,53,114
ring8,0,1,sabre,17,1024,QAOA_p1,4.15234375,53,114
ring8,0,1,sabre,18,1024,QAOA_p1,4.08984375,53,114
ring8,0,1,sabre,19,1024,QAOA_p1,4.173828125,53,114
ring8,0,1,sabre,0,16,QAOA_p2,3.75,103,200
ring8,0,1,sabre,1,16,QAOA_p2,4.375,103,200
ring8,0,1,sabre,2,16,QAOA_p2,3.875,103,200
ring8,0,1,sabre,3,16,QAOA_p2,4.25,103,200
ring8,0,1,sabre,4,16,QAOA_p2,4.25,103,200
ring8,0,1,sabre,5,16,QAOA_p2,3.625,103,200
ring8,0,1,sabre,6,16,QAOA_p2,4.125,103,200
ring8,0,1,sabre,7,16,QAOA_p2,4.125,103,200
ring8,0,1,sabre,8,16,QAOA_p2,4.375,103,200
ring8,0,1,sabre,9,16,QAOA_p2,3.75,103,200
ring8,0,1,sabre,10,16,QAOA_p2,4.125,103,200
ring8,0,1,sabre,11,16,QAOA_p2,4.25,103,200
ring8,0,1,sabre,12,16,QAOA_p2,4.25,103,200
ring8,0,1,sabre,13,16,QAOA_p2,3.875,103,200
ring8,0,1,sabre,14,16,QAOA_p2,4.0,103,200
ring8,0,1,sabre,15,16,QAOA_p2,3.75,103,200
ring8,0,1,sabre,16,16,QAOA_p2,3.625,103,200
